index,image,transcription,length
69588,b06-056-10-04,number,6.0
69589,d06-063-08-00,months,6.0
69590,b06-064-07-02,strong,6.0
69591,c04-028-06-05,rescue,6.0
69592,k02-117-06-07,seemed,6.0
69593,c03-000c-04-06,script,6.0
69594,j04-039-05-04,before,6.0
69595,b06-056-08-05,policy,6.0
69596,c04-105-03-04,Bombay,6.0
69597,b05-074-07-09,starve,6.0
69598,c03-000e-05-00,script,6.0
69599,h07-013-09-02,though,6.0
69600,d05-021-02-09,Christ,6.0
69601,c04-028-05-02,pumped,6.0
69602,d06-067-01-02,become,6.0
69603,h07-037-05-03,proved,6.0
69604,h07-033a-10-01,stages,6.0
69605,k02-117-06-02,retire,6.0
69606,c02-007-01-06,Africa,6.0
69607,h07-037-05-01,suffer,6.0
69608,b06-068-06-00,Market,6.0
69609,c04-028-06-00,comedy,6.0
69610,j06-000-03-00,cannot,6.0
69611,b05-050-04-04,saints,6.0
69612,c04-028-06-09,Double,6.0
69613,d05-025-01-04,Hamlet,6.0
69614,h07-037-02-01,custom,6.0
69615,h07-033a-09-02,mobile,6.0
69616,c04-098-04-03,Cramer,6.0
69617,c02-026-07-01,wildly,6.0
69618,d06-063-04-05,office,6.0
69619,c03-096c-02-06,author,6.0
69620,c03-096c-02-03,action,6.0
69621,b06-056-10-02,moving,6.0
69622,c02-007-03-06,Berlin,6.0
69623,k04-005-06-00,coffer,6.0
69624,d05-025-05-00,Prayer,6.0
69625,a03-034-00-05,basing,6.0
69626,b05-050-04-03,patron,6.0
69627,c02-017-08-07,effect,6.0
69628,d05-025-07-00,became,6.0
69629,c03-000d-02-00,Square,6.0
69630,d05-025-07-02,foster,6.0
69631,h07-033a-05-01,factor,6.0
69632,c04-098-04-06,played,6.0
69633,c04-098-03-03,called,6.0
69634,h07-033a-07-08,result,6.0
69635,h07-013-10-00,Welwyn,6.0
69636,d05-025-02-00,before,6.0
69637,b06-075-02-02,within,6.0
69638,h07-037-01-05,helped,6.0
69639,d05-025-08-01,Prayer,6.0
69640,c03-096c-02-00,driven,6.0
69641,k02-112-06-01,Malaya,6.0
69642,c04-008-03-07,chance,6.0
69643,k03-117-01-05,rather,6.0
69644,c04-098-05-07,having,6.0
69645,h07-033a-08-03,custom,6.0
69646,c03-000d-05-02,script,6.0
69647,c02-026-05-04,island,6.0
69648,d05-025-02-07,Milton,6.0
69649,d05-025-07-03,mother,6.0
69650,c04-105-03-06,became,6.0
69651,d05-025-06-02,return,6.0
69652,d05-013-03-03,laying,6.0
69653,k02-117-05-03,excuse,6.0
69654,c03-000c-01-08,Square,6.0
69655,d06-063-00-05,people,6.0
69656,d05-013-02-09,phrase,6.0
69657,d06-067-05-07,twenty,6.0
69658,h07-037-09-05,centre,6.0
69659,j04-039-00-06,tracer,6.0
69660,d05-030-04-00,mutual,6.0
69661,c04-028-01-07,chilly,6.0
69662,d05-030-01-05,figure,6.0
69663,c03-000f-02-01,Square,6.0
69664,d06-063-01-03,within,6.0
69665,c04-105-04-07,brings,6.0
69666,h07-033a-03-00,degree,6.0
69667,d05-030-01-07,former,6.0
69668,b05-074-08-03,cattle,6.0
69669,c04-013-02-04,Martha,6.0
69670,j04-115-05-06,before,6.0
69671,b05-045-09-07,Oxford,6.0
69672,c04-105-06-00,record,6.0
69673,b06-056-10-06,unions,6.0
69674,a03-066-01-02,doubts,6.0
69675,c04-105-06-03,modern,6.0
69676,c04-028-01-02,around,6.0
69677,c04-105-05-00,Europe,6.0
69678,d05-021-00-06,Church,6.0
69679,b06-068-05-06,Common,6.0
69680,c04-028-04-06,homely,6.0
69681,c04-028-04-09,Sidney,6.0
69682,a03-073-08-01,rocket,6.0
69683,a04-023-02-00,guests,6.0
69684,c03-096c-05-00,asking,6.0
69685,d05-030-05-06,battle,6.0
69686,h07-033a-04-06,proved,6.0
69687,h07-037-06-05,levels,6.0
69688,a03-066-01-00,remove,6.0
69689,h07-033a-04-04,Timing,6.0
69690,h07-037a-01-03,helped,6.0
69691,d05-021-01-07,Rubric,6.0
69692,d05-030-01-03,nobler,6.0
69693,d05-030-05-01,public,6.0
69694,d05-030-06-01,Jesuit,6.0
69695,c04-098-02-07,pounds,6.0
69696,c03-000c-04-00,author,6.0
69697,j06-000-00-01,stages,6.0
69698,b06-068-07-07,abandon,7.0
69699,n02-062-06-03,glimmer,7.0
69700,b01-127-08-03,applied,7.0
69701,f07-101b-03-03,Chelsea,7.0
69702,f07-101a-03-04,CARLYLE,7.0
69703,b01-073-05-04,concern,7.0
69704,b06-068-08-04,Britain,7.0
69705,c04-004-03-02,Frankie,7.0
69706,g03-052-07-00,Council,7.0
69707,b06-082-01-06,defence,7.0
69708,c03-087e-01-03,subject,7.0
69709,g03-052-05-04,forward,7.0
69710,g04-003-05-04,stopped,7.0
69711,b06-082-02-03,nuclear,7.0
69712,g04-011-08-00,Diocese,7.0
69713,n02-062-02-02,because,7.0
69714,b01-079-02-02,belongs,7.0
69715,g03-052-07-01,meeting,7.0
69716,b01-062-09-01,readers,7.0
69717,f07-101a-05-00,CHELSEA,7.0
69718,b01-079-02-05,nations,7.0
69719,r06-011-02-00,bargain,7.0
69720,b01-062-08-03,neither,7.0
69721,n02-062-03-03,company,7.0
69722,c03-087e-00-03,perhaps,7.0
69723,c03-087c-04-06,perhaps,7.0
69724,n01-009-02-08,meeting,7.0
69725,g04-003-03-07,rectory,7.0
69726,g04-011-07-04,highest,7.0
69727,n02-082a-04-01,mockery,7.0
69728,f07-101a-00-06,CARLYLE,7.0
69729,n01-009-02-06,forward,7.0
69730,r06-003-02-02,General,7.0
69731,f07-101b-00-06,Carlyle,7.0
69732,n01-000-04-11,strange,7.0
69733,g04-003-08-00,episode,7.0
69734,a01-107-04-07,nothing,7.0
69735,g01-004-04-04,Admiral,7.0
69736,b06-082-05-07,control,7.0
69737,r03-053-06-00,purpose,7.0
69738,g04-003-08-01,without,7.0
69739,c04-008-02-04,Against,7.0
69740,c04-008-02-02,Montand,7.0
69741,f07-101b-02-05,Carlyle,7.0
69742,a01-107u-06-06,jackals,7.0
69743,n02-062-04-00,idyllic,7.0
69744,c04-008-02-07,Frankie,7.0
69745,n01-009-02-00,evening,7.0
69746,c03-087c-04-09,whether,7.0
69747,r06-007-04-08,gnawing,7.0
69748,b01-079-02-01,rightly,7.0
69749,c04-013-05-01,moments,7.0
69750,f07-092a-07-00,without,7.0
69751,n02-062-07-00,equally,7.0
69752,c03-094a-00-01,William,7.0
69753,m06-106-04-02,learned,7.0
69754,f07-092b-06-00,removed,7.0
69755,b06-082-03-03,nuclear,7.0
69756,b06-068-07-00,present,7.0
69757,c04-008-01-06,Marilyn,7.0
69758,g04-007-02-08,furnish,7.0
69759,r06-007-00-11,because,7.0
69760,n01-004-04-00,obvious,7.0
69761,c04-008-08-02,ratrace,7.0
69762,c03-087f-01-04,subject,7.0
69763,c03-087d-03-04,central,7.0
69764,c03-087d-06-01,whether,7.0
69765,c03-087e-05-05,perhaps,7.0
69766,n02-054-08-01,fringed,7.0
69767,b06-079-09-00,Britain,7.0
69768,c03-087e-05-08,whether,7.0
69769,g01-000-08-01,Channel,7.0
69770,b06-082-03-06,nuclear,7.0
69771,f07-092b-00-01,Gabriel,7.0
69772,b01-073-09-01,logical,7.0
69773,c03-087d-01-04,subject,7.0
69774,c03-087f-03-03,central,7.0
69775,g03-058-00-05,British,7.0
69776,r06-007-01-02,address,7.0
69777,g01-004-00-05,popular,7.0
69778,g01-000-03-08,Philpot,7.0
69779,a01-007x-01-03,created,7.0
69780,b01-127-04-05,comfort,7.0
69781,c03-087e-06-01,attempt,7.0
69782,g03-058-06-06,working,7.0
69783,a01-107u-00-02,believe,7.0
69784,b06-068-05-02,Britain,7.0
69785,b01-127-04-03,support,7.0
69786,r03-053-03-03,somehow,7.0
69787,c04-013-03-00,Frankie,7.0
69788,c03-087e-08-00,pulated,7.0
69789,c03-087f-00-03,perhaps,7.0
69790,g04-007-03-05,candles,7.0
69791,a01-107u-00-06,medical,7.0
69792,r06-007-05-09,married,7.0
69793,c04-013-03-01,Vaughan,7.0
69794,b06-068-04-05,attempt,7.0
69795,g03-058-04-01,thought,7.0
69796,n02-054-09-06,opinion,7.0
69797,n01-004-01-03,explain,7.0
69798,g04-007-04-05,worship,7.0
69799,a01-007x-03-06,remains,7.0
69800,b06-082-03-04,weapons,7.0
69801,n01-004-03-01,checked,7.0
69802,a01-011u-06-03,getting,7.0
69803,c03-087d-05-06,perhaps,7.0
69804,g04-007-05-03,secular,7.0
69805,g03-058-06-00,capable,7.0
69806,b01-073-10-03,further,7.0
69807,f07-092b-04-05,examine,7.0
69808,n02-082a-01-01,avoided,7.0
69809,g03-064-05-00,cessary,7.0
69810,f07-092a-08-04,removed,7.0
69811,a01-007u-09-02,Premier,7.0
69812,c03-087f-05-08,whether,7.0
69813,r06-007-05-02,illness,7.0
69814,n01-004-05-04,placing,7.0
69815,f07-092b-05-02,through,7.0
69816,a01-011u-06-05,elected,7.0
69817,b06-079-08-01,weapons,7.0
69818,g04-011-03-07,courses,7.0
69819,f07-092a-07-02,through,7.0
69820,g04-011-04-02,through,7.0
69821,g04-011-02-08,Reading,7.0
69822,c03-087f-06-03,attempt,7.0
69823,g01-004-01-06,censure,7.0
69824,b01-062-09-03,dislike,7.0
69825,b06-079-08-00,nuclear,7.0
69826,a01-007u-09-01,Federal,7.0
69827,g03-052-07-03,October,7.0
69828,c04-008-01-01,swamped,7.0
69829,c04-008-06-00,selfish,7.0
69830,c03-087c-05-03,attempt,7.0
69831,b01-073-06-02,natural,7.0
69832,c04-004-05-05,Herbert,7.0
69833,g04-011-04-04,Diocese,7.0
69834,c03-087f-05-05,perhaps,7.0
69835,r06-007-02-01,decided,7.0
69836,r06-011-01-00,elderly,7.0
69837,c03-087d-06-05,attempt,7.0
69838,g03-064-05-03,Marxism,7.0
69839,g01-000-03-05,purpose,7.0
69840,g01-004-00-06,victory,7.0
69841,n02-054-07-00,brought,7.0
69842,c03-087d-00-03,perhaps,7.0
69843,b01-127-04-08,gallant,7.0
69844,a01-011u-08-05,Macleod,7.0
69845,n02-062-00-06,protest,7.0
69846,g01-004-01-04,brought,7.0
69847,g04-007-02-06,managed,7.0
69848,c03-087e-03-03,central,7.0
69849,g01-000-02-01,English,7.0
69850,g01-000-01-08,revenge,7.0
69851,r03-050-03-06,corners,7.0
69852,m06-106-07-05,delight,7.0
69853,b06-082-04-06,deceive,7.0
69854,m06-106-07-01,gravity,7.0
69855,c04-004-07-02,dangled,7.0
69856,f07-092b-05-00,without,7.0
69857,b06-079-08-06,placing,7.0
69858,g01-000-01-02,England,7.0
69859,n02-082a-03-05,managed,7.0
69860,r06-003-05-00,hunting,7.0
69861,b01-127-07-00,actions,7.0
69862,g02-065-01-04,cutting,7.0
69863,g03-052-01-03,British,7.0
69864,a01-102u-02-00,anybody,7.0
69865,g01-034-02-06,Commons,7.0
69866,g01-074-07-06,foreign,7.0
69867,c03-094e-03-05,abashed,7.0
69868,r03-090-00-08,lawyers,7.0
69869,n02-000-00-05,curtain,7.0
69870,g01-034-02-02,leaders,7.0
69871,n01-057-08-06,hundred,7.0
69872,g01-034-03-01,usually,7.0
69873,n02-028-07-03,betaken,7.0
69874,g01-034-00-08,victory,7.0
69875,g01-031-10-01,coupled,7.0
69876,c03-094e-02-06,Maxwell,7.0
69877,g01-031-09-04,granted,7.0
69878,a01-102u-02-04,charges,7.0
69879,b01-118-01-08,drawers,7.0
69880,r03-090-00-01,lawyers,7.0
69881,g01-083-05-00,Commons,7.0
69882,n02-028-07-04,himself,7.0
69883,n02-033-01-06,content,7.0
69884,g01-074-07-04,jealous,7.0
69885,c03-096c-01-02,motives,7.0
69886,b01-094-02-03,between,7.0
69887,b01-113-07-00,cramped,7.0
69888,g01-074-00-04,turmoil,7.0
69889,n02-000-03-08,evident,7.0
69890,n02-000-03-07,quickly,7.0
69891,c03-096b-06-04,accents,7.0
69892,g01-074-01-05,rivalry,7.0
69893,r03-110-02-00,perhaps,7.0
69894,n02-000-02-01,nervous,7.0
69895,g01-074-04-01,charged,7.0
69896,c03-096c-00-03,actions,7.0
69897,g01-074-06-00,quarrel,7.0
69898,a01-102u-01-06,opinion,7.0
69899,a01-096u-08-05,service,7.0
69900,n02-000-02-04,silence,7.0
69901,r03-090-02-03,husband,7.0
69902,g01-074-06-01,between,7.0
69903,g01-034-06-05,Commons,7.0
69904,a01-011-03-01,discuss,7.0
69905,n01-057-06-00,through,7.0
69906,g01-031-06-05,payment,7.0
69907,c03-096c-04-00,endowed,7.0
69908,g01-027-03-04,defence,7.0
69909,a01-011u-00-03,Kenneth,7.0
69910,a01-096u-04-07,chiefly,7.0
69911,c03-096d-01-03,motives,7.0
69912,c03-094d-03-01,Maxwell,7.0
69913,n01-057-03-00,Tartaro,7.0
69914,g01-088-08-00,because,7.0
69915,n01-057-01-03,Bentley,7.0
69916,g01-088-00-04,arrived,7.0
69917,a01-102u-04-01,dealing,7.0
69918,n02-037-01-02,evening,7.0
69919,n01-057-00-02,himself,7.0
69920,r03-065-06-05,Company,7.0
69921,b01-118-04-08,fleeing,7.0
69922,n02-037-02-00,Blanche,7.0
69923,r03-065-06-01,British,7.0
69924,g02-059-00-01,Chapter,7.0
69925,b06-079-02-00,leaders,7.0
69926,n02-037-00-07,private,7.0
69927,g01-027-04-00,offence,7.0
69928,n01-057-03-04,minutes,7.0
69929,r03-084-00-08,account,7.0
69930,c03-094e-01-01,pushing,7.0
69931,g01-031-06-02,essence,7.0
69932,g01-083-06-08,certain,7.0
69933,g01-083-07-03,sliding,7.0
69934,b06-079-00-06,Defence,7.0
69935,b06-075-02-00,further,7.0
69936,c03-096c-05-03,believe,7.0
69937,b01-118-02-09,without,7.0
69938,g01-031-03-02,whether,7.0
69939,c03-096c-05-06,because,7.0
69940,g01-083-08-04,ignored,7.0
69941,g01-083-08-09,trebled,7.0
69942,g01-031-01-05,thought,7.0
69943,b01-118-03-01,without,7.0
69944,g01-031-00-01,service,7.0
69945,c03-096c-06-00,accents,7.0
69946,g01-027-07-01,private,7.0
69947,c03-096d-00-03,actions,7.0
69948,c03-094d-04-01,abashed,7.0
69949,c03-096b-06-00,because,7.0
69950,g01-025-08-04,prelude,7.0
69951,a01-102u-01-00,healing,7.0
69952,n02-016-07-02,against,7.0
69953,b06-075-08-07,Polaris,7.0
69954,a01-102-00-05,helping,7.0
69955,g01-039-08-02,quality,7.0
69956,g01-039-07-08,ensured,7.0
69957,a01-102-07-00,improve,7.0
69958,c03-094f-03-05,abashed,7.0
69959,g01-045-06-00,borders,7.0
69960,g01-045-06-01,between,7.0
69961,n02-004-06-01,veranda,7.0
69962,g01-045-06-02,private,7.0
69963,b01-113-00-03,wrapped,7.0
69964,c03-094f-02-06,Maxwell,7.0
69965,b06-075-07-02,uniting,7.0
69966,g01-039-05-06,granted,7.0
69967,g01-039-05-05,usually,7.0
69968,b06-075-07-01,formula,7.0
69969,g01-039-04-05,Council,7.0
69970,g01-045-09-06,pyramid,7.0
69971,n02-004-04-07,surface,7.0
69972,g01-067-01-00,attempt,7.0
69973,n02-009-03-07,brought,7.0
69974,g01-043-00-04,sources,7.0
69975,g01-043-08-04,roughly,7.0
69976,a01-102-05-01,dealing,7.0
69977,g01-043-05-04,private,7.0
69978,a01-011-04-04,getting,7.0
69979,c03-096a-00-03,actions,7.0
69980,g01-043-04-01,foreign,7.0
69981,g01-043-02-02,Commons,7.0
69982,b06-075-08-02,trained,7.0
69983,g01-045-03-08,justice,7.0
69984,a01-011-04-06,elected,7.0
69985,a01-102-05-05,edifice,7.0
69986,b01-113-01-03,mission,7.0
69987,c03-096a-01-03,motives,7.0
69988,a01-102-01-00,healing,7.0
69989,g01-043-00-07,revenue,7.0
69990,a01-011-04-01,opposed,7.0
69991,n02-004-06-08,liberty,7.0
69992,b01-113-00-11,regards,7.0
69993,b06-075-08-04,British,7.0
69994,n02-004-03-08,realise,7.0
69995,g01-067-01-04,sliding,7.0
69996,c03-096a-04-04,endowed,7.0
69997,g01-037-06-01,farmers,7.0
69998,n02-000-06-03,invited,7.0
69999,c03-096b-00-03,actions,7.0
70000,b01-094-03-06,efforts,7.0
70001,b01-094-03-05,patient,7.0
70002,b01-094-03-03,Through,7.0
70003,g01-070-06-03,reasons,7.0
70004,c03-096b-04-04,endowed,7.0
70005,n02-016-04-05,nothing,7.0
70006,g01-037-04-05,bidders,7.0
70007,b01-094-03-01,leaders,7.0
70008,g01-070-06-06,meeting,7.0
70009,c03-094f-00-01,William,7.0
70010,g01-037-04-04,highest,7.0
70011,a01-011-06-02,Macleod,7.0
70012,g01-070-07-04,capital,7.0
70013,g01-037-03-03,release,7.0
70014,b06-075-03-08,leaders,7.0
70015,n02-016-05-09,beneath,7.0
70016,a01-096u-09-03,service,7.0
70017,b01-094-04-05,meeting,7.0
70018,g01-070-01-01,results,7.0
70019,g01-039-02-05,methods,7.0
70020,g01-039-02-01,century,7.0
70021,g01-067-03-02,altered,7.0
70022,n02-004-02-08,smiling,7.0
70023,n02-016-02-04,friends,7.0
70024,g01-067-03-07,sixteen,7.0
70025,c03-096a-05-08,believe,7.0
70026,r03-090-06-03,persons,7.0
70027,g01-067-04-04,poorest,7.0
70028,n02-016-02-08,manager,7.0
70029,c03-096a-06-02,because,7.0
70030,n02-004-01-09,violent,7.0
70031,g01-039-00-03,classes,7.0
70032,g01-067-07-01,between,7.0
70033,g01-067-09-01,classes,7.0
70034,c03-094f-01-01,pushing,7.0
70035,n02-016-04-00,comment,7.0
70036,g01-067-09-05,clerics,7.0
70037,c03-096a-06-06,accents,7.0
70038,c03-096b-05-07,believe,7.0
70039,n01-052-08-01,special,7.0
70040,c03-096d-04-05,endowed,7.0
70041,n01-052-00-09,scanner,7.0
70042,a01-107-00-05,medical,7.0
70043,r03-056-02-02,smoking,7.0
70044,r06-000-00-08,between,7.0
70045,b01-122-05-04,allowed,7.0
70046,a01-091u-04-04,placing,7.0
70047,a01-107-00-06,service,7.0
70048,n01-031-00-03,clarity,7.0
70049,c03-096f-07-00,accents,7.0
70050,c03-096f-06-04,because,7.0
70051,g01-008-08-06,Limoges,7.0
70052,a01-091u-04-01,Service,7.0
70053,n02-045-05-06,ability,7.0
70054,r06-000-01-02,village,7.0
70055,c03-094b-02-08,Maxwell,7.0
70056,n01-020-08-03,surface,7.0
70057,b06-071-01-05,founded,7.0
70058,g03-032-01-03,helpful,7.0
70059,r03-056-01-05,raucous,7.0
70060,b06-079-04-04,British,7.0
70061,b01-079-09-00,prevent,7.0
70062,c03-096f-06-01,believe,7.0
70063,a01-091u-04-06,burdens,7.0
70064,g01-016-00-06,provide,7.0
70065,g01-012-06-00,citizen,7.0
70066,c03-094c-02-04,Maxwell,7.0
70067,g01-012-05-02,failure,7.0
70068,b01-122-04-08,pleaded,7.0
70069,g02-073-03-04,produce,7.0
70070,b06-071-03-03,through,7.0
70071,g01-012-03-02,failure,7.0
70072,r03-056-02-09,English,7.0
70073,n02-045-03-07,getting,7.0
70074,g03-000-02-06,conceal,7.0
70075,c03-094c-01-00,pushing,7.0
70076,a01-107-00-01,believe,7.0
70077,c03-096f-04-05,endowed,7.0
70078,r03-115-02-06,divided,7.0
70079,b01-079-09-09,dangers,7.0
70080,n01-031-01-04,between,7.0
70081,b06-079-04-02,trained,7.0
70082,a01-011u-04-05,discuss,7.0
70083,b06-079-05-00,Defence,7.0
70084,r03-056-01-00,dazzled,7.0
70085,g01-008-04-08,besiege,7.0
70086,g03-043-01-03,another,7.0
70087,c03-094a-02-06,Maxwell,7.0
70088,n02-054-02-03,actions,7.0
70089,g03-049-00-05,opposed,7.0
70090,g03-049-01-03,parsons,7.0
70091,a01-091u-02-05,censure,7.0
70092,b06-068-09-05,dangers,7.0
70093,r06-003-01-02,arrival,7.0
70094,n01-020-03-02,silvery,7.0
70095,b01-127-01-03,witness,7.0
70096,n01-009-07-00,sounded,7.0
70097,a01-107-04-02,jackals,7.0
70098,b01-079-04-00,serving,7.0
70099,n02-054-03-00,stiffly,7.0
70100,g03-049-06-00,courage,7.0
70101,c03-094a-01-01,pushing,7.0
70102,b06-068-09-00,working,7.0
70103,a01-011u-06-00,opposed,7.0
70104,a01-007x-04-05,members,7.0
70105,b06-079-06-04,nuclear,7.0
70106,a01-007x-05-02,African,7.0
70107,g01-008-00-10,avoided,7.0
70108,c04-000-00-07,Frankie,7.0
70109,g03-032-06-00,evening,7.0
70110,c03-094b-01-01,pushing,7.0
70111,a01-107-00-11,patient,7.0
70112,b01-079-07-06,Nations,7.0
70113,b01-122-07-00,country,7.0
70114,b06-079-05-06,Britain,7.0
70115,g03-032-07-07,meeting,7.0
70116,b01-079-07-01,through,7.0
70117,g01-008-03-10,without,7.0
70118,c04-000-01-00,Vaughan,7.0
70119,g03-040-05-01,members,7.0
70120,r06-000-04-03,burning,7.0
70121,g01-008-03-01,elusive,7.0
70122,c03-094a-03-05,abashed,7.0
70123,a01-007x-05-04,Parties,7.0
70124,b06-071-00-01,working,7.0
70125,g01-008-01-08,avoided,7.0
70126,g01-008-01-00,trouble,7.0
70127,n01-031-05-00,scanner,7.0
70128,g02-065-09-02,impulse,7.0
70129,g01-016-01-00,obvious,7.0
70130,g02-065-07-06,pulsate,7.0
70131,c03-096e-00-03,actions,7.0
70132,g02-059-04-08,thicken,7.0
70133,c03-096e-01-03,motives,7.0
70134,a01-096u-00-04,doctors,7.0
70135,g01-022-01-05,BECAUSE,7.0
70136,a01-011u-02-02,members,7.0
70137,g01-019-09-00,without,7.0
70138,c03-094d-00-01,William,7.0
70139,c03-096d-07-00,accents,7.0
70140,g02-059-06-00,content,7.0
70141,g01-019-07-08,Bayonne,7.0
70142,b01-122-00-05,contact,7.0
70143,g02-059-06-10,animals,7.0
70144,a01-102u-05-05,improve,7.0
70145,n01-045-01-01,changed,7.0
70146,g02-062-03-08,Chapter,7.0
70147,g01-019-05-01,divided,7.0
70148,b01-084-06-06,nations,7.0
70149,g01-019-08-08,victory,7.0
70150,n01-045-07-05,running,7.0
70151,a01-102u-04-05,edifice,7.0
70152,g02-059-04-02,becomes,7.0
70153,n01-052-00-06,focused,7.0
70154,c03-094d-01-01,pushing,7.0
70155,n02-037-03-04,morning,7.0
70156,c03-096d-06-02,believe,7.0
70157,b01-118-06-02,protest,7.0
70158,a01-011-00-03,Kenneth,7.0
70159,b01-118-06-03,against,7.0
70160,n01-052-00-02,nearing,7.0
70161,g02-059-01-05,animals,7.0
70162,r03-065-04-08,revised,7.0
70163,g02-059-01-07,showing,7.0
70164,g01-025-01-02,nations,7.0
70165,g02-059-02-10,animals,7.0
70166,g01-025-00-03,process,7.0
70167,c03-096d-06-05,because,7.0
70168,b01-118-07-00,because,7.0
70169,n01-045-08-06,hundred,7.0
70170,g01-022-08-04,COMMONS,7.0
70171,n02-037-08-03,Balicou,7.0
70172,g01-019-04-07,obvious,7.0
70173,g03-052-03-00,Council,7.0
70174,g01-019-04-03,Channel,7.0
70175,n01-045-00-04,reduced,7.0
70176,n02-040-06-10,treated,7.0
70177,a01-091u-07-00,censure,7.0
70178,c03-096e-05-08,because,7.0
70179,g01-016-04-05,knights,7.0
70180,c03-096e-06-02,accents,7.0
70181,c03-094c-03-01,abashed,7.0
70182,b06-071-05-04,already,7.0
70183,c03-096f-00-03,actions,7.0
70184,c03-096e-05-05,believe,7.0
70185,r03-115-00-07,cottage,7.0
70186,g02-065-04-04,systole,7.0
70187,b06-071-05-02,inroads,7.0
70188,g02-065-05-04,through,7.0
70189,c03-096f-01-03,motives,7.0
70190,n02-045-01-01,account,7.0
70191,g01-016-02-06,obvious,7.0
70192,g02-065-07-00,ception,7.0
70193,n02-045-01-04,manners,7.0
70194,g02-065-04-03,cardiac,7.0
70195,n01-036-02-04,limited,7.0
70196,c03-096e-04-03,endowed,7.0
70197,n01-036-02-05,angular,7.0
70198,g01-019-02-06,success,7.0
70199,n02-040-03-03,letting,7.0
70200,b01-084-06-03,support,7.0
70201,a01-007x-07-08,Premier,7.0
70202,g02-062-05-04,animals,7.0
70203,n01-036-05-01,resting,7.0
70204,g01-019-02-02,primary,7.0
70205,a01-007x-07-07,Federal,7.0
70206,a01-011u-03-00,African,7.0
70207,g01-019-00-02,obvious,7.0
70208,g02-062-07-00,systole,7.0
70209,n01-036-04-06,against,7.0
70210,b01-084-05-08,depends,7.0
70211,b01-084-05-04,ability,7.0
70212,g01-016-07-04,marches,7.0
70213,g02-062-09-01,content,7.0
70214,n02-040-05-02,Balicou,7.0
70215,g01-016-06-04,archers,7.0
70216,n01-036-02-09,glanced,7.0
70217,g01-019-04-00,command,7.0
70218,r03-096-05-08,usually,7.0
70219,r06-057-02-07,journey,7.0
70220,c03-087c-02-05,central,7.0
70221,c03-000d-00-05,Shelagh,7.0
70222,c03-000d-00-02,version,7.0
70223,m04-107-02-00,Morfydd,7.0
70224,c03-000c-06-04,control,7.0
70225,c03-000c-05-05,derived,7.0
70226,g06-018n-08-00,against,7.0
70227,a01-122u-04-01,inquiry,7.0
70228,g06-018o-00-02,sailing,7.0
70229,g06-018o-01-04,England,7.0
70230,a06-114-02-05,tariffs,7.0
70231,c03-000c-04-03,Delaney,7.0
70232,m04-100-07-01,Hayball,7.0
70233,r06-121-05-00,towards,7.0
70234,m04-100-05-07,Edwards,7.0
70235,c03-000c-02-00,Theatre,7.0
70236,c02-007-06-06,colours,7.0
70237,c03-000c-00-05,Shelagh,7.0
70238,g06-018o-05-07,journey,7.0
70239,m04-100-05-01,nowhere,7.0
70240,g06-018o-06-02,against,7.0
70241,r06-121-06-04,carried,7.0
70242,m04-100-03-06,Airport,7.0
70243,c03-000c-00-02,version,7.0
70244,m04-100-03-03,Control,7.0
70245,r06-121-07-00,stories,7.0
70246,c03-000b-05-09,control,7.0
70247,g06-018o-09-00,thought,7.0
70248,g06-018p-00-02,sailing,7.0
70249,c03-000b-05-02,derived,7.0
70250,a06-114-05-05,holiday,7.0
70251,g06-018p-01-00,England,7.0
70252,c02-007-03-07,gallery,7.0
70253,g06-018n-01-05,England,7.0
70254,r06-115-07-02,watched,7.0
70255,c03-000f-00-02,version,7.0
70256,c03-000e-07-00,control,7.0
70257,g06-018k-05-00,journey,7.0
70258,g06-018k-05-03,against,7.0
70259,g06-018k-07-05,thought,7.0
70260,g06-018l-01-00,England,7.0
70261,c03-000e-06-00,derived,7.0
70262,m04-107-09-02,Quietly,7.0
70263,c02-007-01-02,Germany,7.0
70264,a06-119-03-04,brought,7.0
70265,c03-000e-04-04,Delaney,7.0
70266,g06-018l-04-01,journey,7.0
70267,c02-007-02-00,America,7.0
70268,g06-018l-04-04,against,7.0
70269,g06-018l-06-00,thought,7.0
70270,g06-018m-00-02,sailing,7.0
70271,g06-018m-01-02,England,7.0
70272,r06-115-10-02,nothing,7.0
70273,r06-115-10-04,between,7.0
70274,c03-000d-07-00,control,7.0
70275,c03-000d-06-01,derived,7.0
70276,c03-000d-04-06,Delaney,7.0
70277,g06-018m-04-09,journey,7.0
70278,g06-018m-05-02,against,7.0
70279,a06-114-07-06,Holiday,7.0
70280,r06-121-01-00,vilised,7.0
70281,g06-018m-07-05,thought,7.0
70282,g06-018n-00-02,sailing,7.0
70283,c03-000d-02-01,Theatre,7.0
70284,a01-003-00-06,support,7.0
70285,r06-121-08-06,allowed,7.0
70286,c03-000b-04-01,Delaney,7.0
70287,m04-093-02-04,glanced,7.0
70288,a06-100-03-00,Premier,7.0
70289,r06-126-02-00,showing,7.0
70290,g06-026c-00-08,happens,7.0
70291,g06-026c-01-00,Italian,7.0
70292,c03-000a-02-01,Theatre,7.0
70293,m04-093-01-01,Edwards,7.0
70294,g06-026c-01-03,perhaps,7.0
70295,g06-026c-01-08,Chambre,7.0
70296,g06-026c-02-10,English,7.0
